,ID,Popularity,Duration
Grand Escape (Movie Edit) [feat. Toko Miura],2cE5PbW9PhPmnyETXqH3VE,52.0,188066.0
Simple And Clean - Ray Of Hope MIX,68wEEgRMaFv0PXYVgCQrtp,41.0,333800.0
Automatic,6DJ3dfsY7fOU161ZMjzWIH,53.0,328600.0
Champion,0h4RBPlyA1uOOgtRZwgUuf,41.0,223200.0
Eden,7CZKnz9mEt8Z638tyY5cKL,49.0,271520.0
Make Me Want To,4zBfFrS00t3HNpW50Q2lew,43.0,175227.0
I Miss You (Come Back Home),6nXzKd8oA6N1qgG1vMZUKe,43.0,233866.0
Mercy,5rG2QR9q2D2csdKsyaJTdh,39.0,268720.0
Can't Help Falling in Love,7igk58Vs9uM2B0aaTUwv6F,49.0,229040.0
Today's a New Day,1rLR7rxNKCos7pBIiiFngZ,40.0,213187.0
Write Me A Letter,4cYj46KB01PUx8TS9qQHMT,40.0,234733.0
Seeing Things,6UdxvBmdrSa0Xksp0LdwrJ,45.0,318200.0
Crime,3msjDgdfwJ0Qcv2tXoisNN,44.0,195960.0
The Fall,2cpSVyXPLvIU3VARptCXY4,41.0,234786.0
resonance,3sNSkB6ylthhnvPv6IrAbz,40.0,226200.0
JET,0UFmgncRMHavVzYxtpF0IZ,46.0,284920.0
Jamboree (feat. Zhané),3MPKTMJIxlORqcxw542HHK,48.0,213906.0
Our Love,2WCCyU7CazujWXYOqNjsLW,47.0,232760.0
Have Yourself a Merry Little Christmas,6yH9KPvWZ0Jnd8qsxj8oxs,48.0,256443.0
Not Too Late,0KNbGtYQmQo8XjVqJMWF3Y,50.0,211466.0
色香水,4cbGPWSbuKCNo9wNGiLevd,49.0,251186.0
I'll Be Around,5fDGmTJQnPhijhyG6tRR15,46.0,287106.0
Let Me Love You,5wN7FwXj5SujmvTPkWwdbn,41.0,208586.0
Poison,0RnDu3eYJqbFKz6MHv2ajd,42.0,262026.0
メリーゴーランド,1llk0Ducps2jpfNDtKwO1h,63.0,255840.0
Koi,4nmjL1mUKOAfAbo9QG9tSE,47.0,251266.0
"Sugar Rush - From ""Wreck-It Ralph""/Soundtrack Version",4QTqzaot78lDo2gkauEgq5,43.0,194826.0
Jealous,269XFkLk0hiYp2IBxDuxZF,41.0,260000.0
レディメイド,6IP3GvRj6Rc65rly1rIHq5,51.0,244377.0
CLOSER,2Kld61w2NR7zPPXtaHeIii,53.0,208013.0
On The Low,3aVhk9FXO4p6cCh0nU94dv,40.0,174013.0
Tidal Wave,4Goj7amQLl2PiPYaiB0VlV,50.0,249427.0
アイラブユー,4gbHag1jhjLTDcrbfpFnYQ,67.0,235682.0
Just Like Heaven,1cfxSquzIuVUXxG7yfUmwF,48.0,252200.0
What A Difference A Day Made,5PbSvsljhgxijSYV5cG5xU,57.0,309693.0
Just Me This Year,03nVaudcIV9z2XjgB6PlHa,43.0,187005.0
Last Time,63msGdgRl82cT88247E2kz,43.0,193972.0
LAST STARDUST,5SIvk89WNJKsl02ojARSYh,52.0,318666.0
Nowhere Near,5L2STOBiS00u7q4aLtRjKK,46.0,363973.0
Moon in the Morning,1Lfr9YBRpeSwCS14kBoTAg,45.0,194266.0
Get The Point,0OqvfYnArSgEJZkkGXt4av,43.0,181370.0
Vagabond Blues (feat. Dirty Heads & Rome),6KubEN3h4QFOCVHzZ3CSqE,42.0,185373.0
6 Goushitsu,7uQRJoERlXf7ENerIQ12NS,45.0,340326.0
Impostor Syndrome,3bpGAsjsCIMTz98E7injb2,42.0,294260.0
お勉強しといてよ,6k90ibcH1z8Mx9684nfuLW,50.0,280720.0
だいじょばない,24UeVxRQCinBJtTwWT1158,48.0,184040.0
Lie in Our Graves,3R8APSFlJuawCg1qi5Ed3E,39.0,342040.0
Ms. Beautiful,27KQ0qtXyKuHhfH5HlXZRy,41.0,223008.0
空と虚,1YvLvyEHEUv6xuablK3kpj,49.0,223846.0
Thorn In My Pride,4VDfpqLKbbuMMRIl14LLTg,45.0,363893.0
聖者の行進,1bwHUsQwWSWzoxlULC0wwT,48.0,177168.0
Boom Boom,0cvCArAiYZcWg1v0DRCxFC,46.0,216666.0
Rakugakipeiji,0vIVLPuiWbtufH0lnkY1Zn,48.0,203495.0
secret base ~君がくれたもの~ (10 years after Ver.),4rPmTBTX1wobDkGYXKvcGR,52.0,352493.0
Hold On,0Xwfq9T1CruynQcHKY1hs4,49.0,245200.0
Own Your Own,3v7IwjkgOvcdoT0Odgrwzc,50.0,236093.0
HANABI,4rAzjtHqpKYZ9bVKMmaQLU,47.0,266440.0
Halfway,5AN5WtDiGsGxgdljgkXwLy,41.0,253212.0
Hamilton Road,6jqXXhT7XyawlsN1kTLAYr,44.0,144770.0
Clock Strikes,30CenAPBR2VmH91r4Um32b,52.0,235346.0
Sin Triangle,2fDdW9LPYBD5KwYXRYpWce,43.0,268400.0
Tokuninai,6AJppuCk5EE86paOdDI4yL,49.0,205253.0
YABA,3DyekzXIo7Or5Krd0eAmo5,49.0,251880.0
Flying Horses,5bO5xc5BHe1aTsaqyRZLNU,43.0,323613.0
Colors of the Heart,7vPKB0XXYhWsTjyZ8DAId8,48.0,232000.0
Just You,6L68DyIsn6SqEN9rStOXb9,63.0,182633.0
愛を解く,7DHatm4xHTDxQaTz83zf7V,53.0,181266.0
カラノココロ,3uXKEQTzOngrZ1WWyMzuqO,54.0,264226.0
阿修羅ちゃん,4lEk6fyJu7LLPenqL0Raj5,55.0,196285.0
Sleepwalker,19fylwUIoesNh7Qo54oR2A,41.0,237800.0
Were You Watching?,3JDOa1mC1h2UJW9bGcZsVN,51.0,316853.0
Grand Escape (feat. Toko Miura),6CRX3ENpLq42r0iBSjOqr1,53.0,339160.0
Island Girls-feat. Fiji & O-Shen,3PInFWTaErSbJd08iSVsyd,43.0,202573.0
MO-EH-YO (Ignite),2fMdT98JpheoBh6t8DBSjI,49.0,277426.0
When I Fall in Love (feat. Chris Botti),7wwDhqPS3gxRDenfX2GtiT,53.0,283093.0
Idea Of You,4D61qXYCY7mVzo0QQm5ehd,40.0,284680.0
Peaches,1WyjSjo0nEZkzkWgJWRcEE,43.0,201133.0
瞬間センチメンタル,3RoHAivw8gRyzlWDsvbFTB,51.0,224626.0
Molasses,2m6knc5tEfzVYwGY6GlCPm,46.0,289480.0
もう少しだけ,2pXmohBUnD5Li93sgpbPSg,58.0,220200.0
You've Got a Friend in Me,5xEfTvJm1WvxaSEo4XSbEs,47.0,205693.0
War All The Time,43CG5O08Tj6ODmSWQ9pfvF,43.0,272400.0
If Its You,3P4HLcRGTMVVhsylNomWkd,47.0,227000.0
When I Fall in Love,2b7XO47o117TqSfUd4kTQT,50.0,243507.0
聖者の行進,7iz3zy3v6aDiB68zUiJn0U,50.0,177760.0
Cry Me a River,5i04Jy87RLxoZszJqY3QAN,49.0,254746.0
Fall In Love,4q0sksxnD8SHSM8KeNCyba,43.0,243840.0
Night And Day,5gSYmTVASekarEoK4puiRD,54.0,278293.0
Changes,5RdHkLxnVnj1RZndX1Sj1T,43.0,211226.0
STRIKE BACK,5QSt0jnVuPdQsC9plgW3lz,50.0,227466.0
Autumn In New York,4TUYXBMD004ZwWTeYcynFH,54.0,319226.0
初恋,52qPkNO9QwgIpvBZTHnuDq,57.0,280880.0
This Is How We Do It,1zZQqAVzY4FS8jSOXt8RTm,45.0,237182.0
Fight Together,0Fa9qMXVeHIKFU5fm35fy9,53.0,257399.0
ハルカ,5D9MPWdY2hjSeTIGE5n5kv,58.0,243613.0
U.N.I.T.Y.,4OxXBAN51tjVBEjSwuWWbv,44.0,250840.0
Time (feat. Monty),4STnruOS34o1TIMxi9p6KF,41.0,278693.0
50 Ways To Leave Your Lover,2fFfb1YL9Qx0EYx6jnVXON,40.0,261866.0
Rapport,3ahUE8eQPVdrDlEMXYV3Ou,50.0,219026.0
ラブ・ドラマティック (Funky Flag Version),05zDB03E1WxCLyraJJ2I2r,50.0,262946.0
やさしさに包まれたなら,3CtnuBSfdpoxHglOGGPgmU,57.0,191726.0
My Little Corner of the World,2bY66Hf5NbHJ8Ai8eNmJHG,46.0,145573.0
Shiawasenomonosashi,5iUjWA0lGW4TXr6KJs6Y0r,46.0,327146.0
Tabiji,6SyvPeEmj4yBblsKIyiGqT,50.0,277026.0
ラブレター,185Wm4Mx09dQG0fUktklDm,57.0,212400.0
イマジネーション,1xc9r9pgQ3CG7iViKPf0cQ,53.0,179133.0
Diver,3PcKYVcZNSsLqI1xzXV5Aq,52.0,248933.0
カメレオン,0J0P8iSE6l3pYHbUdNFYdS,69.0,193990.0
ドライフラワー,4kPlQKwtPrnqLgrmmKFSlA,67.0,286360.0
Windy Afternoon,3ggXaHkbtPpTWIa4ljIbUr,45.0,293053.0
She's Playing Hard To Get,3xRbymJj98leHL7K8Y94WS,45.0,276573.0
Holly Jolly Christmas,0be2886aeZyXqWs8RYxhbt,49.0,121526.0
Mela!,6IO5nn84TKArsi3cjpIqaD,68.0,242066.0
Lifetime Lover,2UjQ2nowqUTp6wrR0bTgsO,41.0,230016.0
ア・サマア・バケイション,0Sxq0220XBk9Vo9cfHaBVC,45.0,263413.0
スパークル,6EuubEs5qOmJdpNhkU47OZ,67.0,213600.0
Do Your Worst,5LndmQTjXKBbA3EaR0vSRQ,44.0,209626.0
ICHIDAIJI,4a7PpWQhMWEIePrVZuOUhj,48.0,261000.0
Santa Claus Is Coming to Town,5rd2xZdxxgWvpiCAeiKqTp,49.0,171806.0
Standing On The Edge Of Summer,1DtLnHvLta8jPswUfplrfT,44.0,222040.0
TICTAC,3M1RQSSxQiZs8fooz4Qo0y,44.0,150920.0
I've Got To See You Again,15UqRQqmOTK7DzzA235r3e,50.0,253333.0
115万キロのフィルム,278JqkBGkjDovOYAwE8TW7,69.0,324633.0
THE BOYS (Theme Song),75U7XDXgkMEposhyD9ULLL,45.0,175862.0
Little More Tequila,0SelpH41IFeEM9etZvkYnN,43.0,210222.0
FREEDOM,6yx0b2fX0JegQZFsYdLFwl,49.0,186106.0
Imaginary Folklore,7xNpCuqDKASx2f64nkhzNm,45.0,318026.0
Sunshine,1EiEPGecNb0Ctfc8z6ialX,47.0,262452.0
時間がない,4X6jKZPHkKLbrcEZu13VXK,47.0,284160.0
Mystery,696bLELRbQE6K4l3rJODMj,41.0,202479.0
give it back,6aHFdm58mPF4YPJX3FgI0z,50.0,212476.0
Kanzen kankaku Dreamer,1XT0cpl9g0GuRQJao2nqXd,50.0,252200.0
Alone With You,1qlsnDtzryr3yLuocJ00PY,43.0,307826.0
No Other Love,2fb8kXjXaT2hkK86VrmThw,46.0,193400.0
サンキュー!!,3Zt96GJIqDOu0SucdGNGTX,46.0,273480.0
お勉強しといてよ,3sgJTMHqDwxfsBIMqvkXKE,54.0,279200.0
U And I,1I72hLXR2hVYGMSjozCZnm,43.0,244573.0
Kanashii Ureshii,6TT5vTinGLuUQcepMyZ21G,49.0,285761.0
I Love Your Smile,5BE3DOk0C26VCMxxT84bec,46.0,259626.0
ないものねだり,1dsh4buvcBs2u7YtHy29c7,50.0,262693.0
楽園,6X9m9JRk2ypGusClUBraII,49.0,225333.0
ルージュの伝言,1jw992uwXhqJJ0H42ucTRL,55.0,182800.0
月の大きさ,4bY2oZGA5Br3pTE1Jd1IfY,52.0,236293.0
You Make Me Feel so Young,1B8RSIxmwcjad7XUJjeCK2,48.0,185693.0
BLACK MEMORY,5XyC4vVIFnMvpnh5StApxw,48.0,252632.0
レイン,2LZ9iobmtiQa52mZMIebuH,51.0,255533.0
Manic Monday,5KYoPa5akZxiCn38xelbqI,48.0,184173.0
"1,000,000 TIMES feat. chelly (EGOIST)",3dVMeI08Of33bjSELmtSqq,50.0,315066.0
Return to Hot Chicken,488ciQxLvwIrBZbRXFud0A,46.0,99733.0
Christmas Don't Be Late,2SzvA3lgJYR7JUOkjAnX6y,47.0,160290.0
Around and Around,5itBerbyiF0dDF7LEtpoGR,44.0,154106.0
Kazeyo,5cpOWNmI84MuUCeciETO64,50.0,284520.0
Come Away With Me - Alternate Version,4yaoi2yin0n9WHaGFPcszQ,52.0,207000.0
SPARK-AGAIN,7c7iiyRHZQB2VUxyUQA8ZI,50.0,242733.0
V.I.P,3mz4a9TGjb2kOzIpe5F3hW,49.0,192093.0
Virginia In The Rain,56RyKpJz4VZnh3xPgHo5pZ,41.0,369946.0
Be My Man,6q9TIaTV1rY4AmpnFPp0RF,52.0,180706.0
Rings,2FUwEr2BAfyebUBSOeLwO8,44.0,234173.0
Hyouriittai,0v1vufjir4OE4iRckLMoLd,48.0,336619.0
BABY BLUE,2Eot25c6UOeLc4jcN3fEQF,46.0,369266.0
KANATA HALUKA,4O6htogl2A9ycNLwc9dVK1,52.0,355706.0
On an Evening in Roma (Sott'er Celo de Roma),4JEC2RIrXV1owJNVKanIAT,52.0,162520.0
I'm Confessin',3poigTO6JvjsQNcACZXTkm,42.0,178240.0
ROCK IT,1yv3aBLO9rgyEHmAR7jI1M,47.0,191250.0
3 Strange Days,2Zd1hLu5AswuxE7xAYLvc9,42.0,312354.0
Ref:rain,6MNY72T605kPIOH3hnioxu,56.0,289986.0
Believe Me - Remastered 2010,0JqDfzUZZi86BoZnx1MPQv,50.0,180053.0
"Take Me There - From ""The Rugrats Movie"" Soundtrack",4TQOC2AhsD96oPxAC6NB6w,42.0,243000.0
消えてしまいそうです,4wYCZ6QS5EClBXqjakTieR,56.0,257799.0
Love & Affection,3kbrIhpuDBQPr7E9r2VWPR,42.0,223360.0
I Wish,79IirvCpDrry68JTKlmQdU,50.0,228861.0
Positive Force,7hXB0jWBZ4QRRuA2KYQLAq,42.0,269640.0
KokoroToIuNaNoFukakai,5b2Zd5mH2MNYohcWYfnUze,49.0,269893.0
Light Year (feat. Lennon Stella),7CS9hRKJNmBGWUowSjhedb,47.0,188043.0
HARDLY EVER SMILE(without you),6dwCn6DV1Fbw46BC7VDZqp,46.0,414966.0
Catabolic Seed,4k7Lvf8lJxOOsMXRg2ONn0,43.0,154016.0
Raise your flag,0zz23sDNfQ0onyVh80GwqF,51.0,247493.0
Tsumi No Kaori,7r9v0CLTunOwlbvdOFFgZo,49.0,214200.0
Por Las Buenas,3k2qOgZygd9YxrYGqkK6Dj,50.0,155538.0
我武者羅 (TV size),2o6d0rAC9BAyPmgXnbXx1h,52.0,90000.0
BADモード,3TxjMrMGWFP0jkIy0tVvVn,55.0,303218.0
Don't Let Go,7IMK1ikz0idnl1xc6oAwjM,50.0,226579.0
No.1,7b7QqKepv8wY6VopSmQqX8,51.0,230600.0
Do Friends Fall in Love?,52Bvu2IqOZuq77KRkDcLzS,47.0,175071.0
Blue Charlie Brown - Version #2,3uEwD0mC5MGxqsiOElA2aC,43.0,125640.0
Words Of Love,43aPkZFUMzcdIJyKbBA2AG,47.0,226200.0
I Know You Know,3afeZ81GDy59tATovKyH6Z,48.0,225200.0
Ganja Farmer,5GtfrcFGPpZcFhPQ1O9Os2,46.0,231851.0
"Further Up (Na, Na, Na, Na, Na)",1aW9qzUsXGbyhT3NPCWwdT,51.0,151873.0
Just The Way You Are,1GGK81j5LaThJjnJHhfGDq,58.0,300520.0
Hit The Ground,5xfRRvZe2OqiU4sXcUUUZ9,43.0,210520.0
Use Your Heart,1iXtpeHC0i6c7JBrKi3yaq,45.0,289000.0
ゴールデンタイムラバー,1PGCzcLCqV1yu9M3FmxKlu,50.0,339720.0
The Good Wine,36hNAmsHsAGWk91nMkbO1a,43.0,125533.0
PHOENIX,1ZGmDs16vtSI0nlxDFljFK,53.0,246813.0
Im In Love Ft. Celle,3Z469RvXlYPsKV5iCPxgt9,47.0,222000.0
あいつら全員同窓会,2VIK6jaaKghS4QPHr6sAkv,59.0,254506.0
Me and Mrs. Jones,30cwzvmxhBPdlD1g9efF0k,53.0,271786.0
Carolina Blues,54XizaCFu6LNbzNkkyrFaw,44.0,284506.0
Goodbye Love,01TzbTwZ9Mce9mOeBpH03i,43.0,304026.0
Full Time Lover,2ORbVtI0npFB1daMgWeIOH,40.0,201750.0
Monster,7M9lc2hHXKQobbHQ31Yg2v,51.0,205000.0
宿縁,6O3CyRXIXp0j2YYpmIxQFw,55.0,213000.0
PINK BLOOD,39lq5gU4lPc0rYVaRo0stH,48.0,197083.0
chAngE,7McCOOQG8GQtngK2Obh0Ts,53.0,249746.0
Nothing To Hide,6yNevYmVzvjz56smMef7g7,44.0,236960.0
Feels Like Home,0Z9yS8hMAZ3cNeavV0KKpv,53.0,261506.0
La Vie En Rose,1njxWb5fM5L5eEq9MyWddU,50.0,201200.0
Isn't She Lovely,7zcRBXvRkTRlQYLDNu1JEN,51.0,86925.0
One Day,648sjoR2ga0PXixXttyqzJ,49.0,223741.0
IN MY WORLD,1qFUZdt1lTmf5mf5HjVY2r,49.0,204626.0
COLORS -CODE GEASS OPENING MIX-,6xUBXdVdzs50AvqARndD1A,50.0,93786.0
ラヴァーズ,5Do3qmFMpCjVLmtLhmj3a1,53.0,222200.0
Leaving Home,3q20dzlyJKKanQVKllDrD5,47.0,166880.0
恋風邪にのせて,6z5zopmol2EeKDjeRH2QfM,41.0,255914.0
Six Below,2gxYpg3ruB8p9DFWvnTHNX,43.0,213877.0
三原色,2F9iSs6DypVQu26t5uaeFM,51.0,220253.0
Close Your Eyes,04THq9ESnlipU969vuvSJx,52.0,213106.0
Hazy Shade of Winter,0P2vAvvWni2tNXOdbH3JFk,47.0,167160.0
まつり,14QNjDBXGCwEzJZUKkiTem,54.0,225924.0
L'chai Olamim,6hhDOYNDfUwM2eOT5YPmqx,43.0,156208.0
killer tune kills me,2JCdUwmGDO3SBkhwkfRaLr,49.0,250600.0
Churches,2rpbbxk3EtstH1flOZcvVd,44.0,269366.0
Broken Hearted Savior,30bDpLQeAcMH10IAjsCQCS,42.0,261533.0
Seven Deadly Sins,2s2fORtcrwKwsmC4jNc8mJ,52.0,207000.0
J'attendrai,3UuHS1AHJzFeTX0ZG5Nx54,51.0,229226.0
O.P.P. (Re-Recorded),19QKzuW4mgq2Kuu7aHa4Ll,48.0,250173.0
Domestic De Violence,3uC62LIuJjBH7Ya8xLfcTi,50.0,158480.0
Queen Majesty,2Rn5NVoQqXO6RAzs9ukquC,46.0,248470.0
Before You Go,0lMwaf3vDIAfv8ZOhnXCSG,43.0,191000.0
distance,17zGkwutNrdgAAfC61QLWF,52.0,187346.0
Back in Your Own Back Yard,7hZ5vjaWl6KxvTXo1aMorp,51.0,152531.0
Garden,2vMc8rqFmqs7RFi8NDx0CJ,51.0,229333.0
Funny the Way It Is,4ZOoV2Ofzm5gnM3rVl9q7d,41.0,266626.0
This Is How We Do It,6aJ90LBl96bly9zuEH1U2X,61.0,237546.0
Hold On For Dear Life,2qQvRQWSdIzyFK0Uvxh3V1,46.0,227117.0
PAINT,0n099xB2P5c2ZLDazd3dgr,53.0,208405.0
From The Window,7JNRbAGTrJVjx88GvHBaUP,46.0,218013.0
Every Little Thing,7bCO23jh0OHr7yRxtmIvDm,44.0,218146.0
Do Me!,3an1aoJKoBXJKoIfdDbVwf,45.0,272440.0
Gira Gira,0vHCmjN8pepvdu41r69gcB,50.0,276080.0
Drown,5f9RyYycXAdDHNJvmCnPgh,53.0,214373.0
Tokai,1SmwJJ8YVgiXtyE6elhUx1,48.0,310173.0
American Baby,5RgzfIJ4t4g5VEQwm3JlSq,42.0,275053.0
Torch of Liberty,3YblgwBrb747gUzuh2CgYF,49.0,185166.0
Bonnie & Shyne (feat. Barrington Levy),0UmIdWRGDL5gkXnqG9ZozM,45.0,257466.0
My Dearest,5HhYHpxwdGTCO5YK7dycoT,53.0,338520.0
Help Me Make It Through the Night (feat. Loren Allred),6f6jBn29HU6pbvy99NYXF3,52.0,222161.0
キュートアグレッション - Leaks From His Laptop,0BxmdoTgGqbBdgAYFAGvvg,54.0,52664.0
Nice to See U Trying,102OPCavQ3XebsX5nLyzEi,43.0,177511.0
Kirari,7nhXN2H8h3i2PaHPXb6FO3,52.0,227893.0
It Is Wut It Is,6tFO6Wmuwjnp7610qRij9G,45.0,249040.0
Take What You Want (feat. 5 Seconds of Summer),4u3qi4mgvCQzeTSIuUWHzl,51.0,243333.0
Shoot Down,29MIuujpokvy64549xWdQQ,48.0,267022.0
Sweet Lover,27bYzUlo34pVueQgpD1d5V,50.0,222563.0
Pretender,15HNdxGKNCIO9pgaY4n7FU,56.0,326842.0
No Diggity - Radio Version,0fylOXF4S9d7p6aiWrHHX6,47.0,248040.0
I Like The Way,0flZtKtmkZMNqFF7V7Yfmu,45.0,350266.0
Rumor,17KJYr609Tj3oH5yBORZPa,44.0,197323.0
This game,3COSRKvFPnpnnorNF4oaMf,53.0,284080.0
Blizzard - Movie Edit - English Ver.,5EbEdHJ2PdVeZE67RJNsrd,46.0,229493.0
Unwritten,43ms04PSLkzwlnjPHa754e,44.0,231428.0
Hopeless Romantic,180mXjN61yhrKhbY2yQc0E,46.0,127000.0
Our Way to Fall,5CSWXnKRzx7vI4S4JFAunl,47.0,258426.0
深い森,5JbIiEY2Ttextq0Eoiw7qn,49.0,245433.0
ロスタイム,1O4JEMG1V06Lmkw8JQMY52,52.0,219506.0
知らないままで,0kEXWokTVYKFxRnNH1xvlg,55.0,134221.0
life hack,0NlM3asfhPzhDwm5frXquS,59.0,226443.0
ただ君に晴れ,3wJHCry960drNlAUGrJLmz,62.0,198971.0
missing,5COfkrLpT6t2fHliXbc3tl,50.0,189565.0
Uptown Anthem,6Kt62qyMR3uJ15Sb6XDAn3,47.0,184266.0
SKETCH,1hoeIeIVXV9nDPWL21Nbjj,56.0,237680.0
Creepin' In,4yzFhsULEg65lbA7wjKaAQ,51.0,183840.0
Like I Used To,1kZpYFQHUKv4xHELaaUSqP,48.0,263754.0
Don't Think Twice,2Rgf0Ox20oJApEIcd43d4e,45.0,273800.0
I Believe in You,67aeyMdt7cgb8l9zg53Pfm,52.0,201813.0
Wherever you are,0YAMQSmHk6BSUGTYpaoqTJ,59.0,295600.0
絶体絶命,0QMmoBAY9pr7nOYisYWuMj,50.0,148746.0
In Case You Didn't Know (Live),0Qunw45BcqpCN2LyuWQeOy,44.0,232312.0
Stroke You Up,4VcV0t8VN6AZcWTznJOUUN,46.0,216546.0
Virgin Suicide,5zIAGKs8qDAWtmsr9NJpFB,46.0,186965.0
花の塔,1yt4wO7dKCwsfjch8SN9aU,58.0,275614.0
Take Me Away,2QjPyQGTVSHwEi4Nsz9Erl,46.0,212253.0
Velonica,2k7lStJS8TJvMNxbdClLMD,51.0,278400.0
Icicles,0VuZoIPBuhnPMuXE0WtfoM,45.0,234612.0
found & lost,6euwgOanJOzsBeZUDTbx29,51.0,188960.0
RISE,0qniD6tjpPcGN9imRrBWLg,51.0,209226.0
EVERBLUE,5RmtuRIe8FJg9FRegwCqzW,51.0,241866.0
Dreamgirl,3wKpAmt4dWefApt5KPbJeg,42.0,239666.0
YASASHISA,57u1FaZlztApkcT5x5XNuD,52.0,240080.0
LIFE,5JaYaJnVZ3ZCB4VLvfs3eR,50.0,182093.0
Hope,3Qcj8m6FFHhInWjjOrZRom,53.0,252586.0
サクラミツツキ,4Q8Xekfd9ihkVPCBxGK0ec,52.0,217226.0
ラブ・ドラマティック,7AhMVnj6N89jmuCKNyr0AZ,52.0,263613.0
